frame,keypoint,X,Y,Z,visible
68,RHip,[     4289.1],[     758.94],[     901.64],1
68,RKnee,[       4394],[     862.96],[     538.95],1
68,RAnkle,[     4169.8],[     1021.1],[     160.17],1
68,RFoot,[          0],[          0],[          0],0
68,LHip,[     4386.5],[     911.82],[     928.09],1
68,LKnee,[     4391.4],[     983.08],[     517.95],1
68,LAnkle,[     4165.8],[     1074.2],[      195.8],1
68,LFoot,[          0],[          0],[          0],0
68,Spine,[          0],[          0],[          0],0
68,Neck,[          0],[          0],[          0],0
68,Head,[     4585.1],[     691.95],[     1656.3],1
68,RShoulder,[     4411.8],[     624.89],[     1391.5],1
68,RElbow,[     4308.4],[     578.36],[     1083.2],1
68,RHand,[     4499.4],[     571.42],[     918.11],1
68,LShoulder,[     4559.5],[     846.36],[     1457.5],1
68,LElbow,[     4539.8],[     943.27],[     1160.7],1
68,LHand,[     4752.9],[     904.69],[     994.58],1
69,Hips,[          0],[          0],[          0],0
69,RHip,[     4367.3],[     786.39],[     901.23],1
69,RKnee,[     4476.5],[     893.03],[     538.89],1
69,RAnkle,[       4243],[     1056.1],[     158.88],1
69,RFoot,[          0],[          0],[          0],0
69,LHip,[     4470.6],[     938.72],[     929.19],1
69,LKnee,[     4475.3],[     1012.7],[     518.02],1
69,LAnkle,[     4245.2],[     1109.2],[     195.74],1
69,LFoot,[          0],[          0],[          0],0
69,Spine,[          0],[          0],[          0],0
69,Neck,[          0],[          0],[          0],0
69,Head,[     4666.6],[     713.53],[     1658.6],1
69,RShoulder,[     4489.2],[     648.58],[       1391],1
69,RElbow,[     4384.3],[     603.57],[     1078.5],1
69,RHand,[     4578.8],[     596.57],[     912.79],1
69,LShoulder,[     4644.2],[     869.25],[     1459.8],1
69,LElbow,[     4627.4],[     966.69],[     1161.1],1
69,LHand,[       4844],[     924.01],[     993.51],1
70,Hips,[          0],[          0],[          0],0
70,RHip,[     4445.4],[     813.85],[     900.82],1
70,RKnee,[       4559],[     923.09],[     538.83],1
70,RAnkle,[     4316.2],[     1091.1],[     157.59],1
70,RFoot,[          0],[          0],[          0],0
70,LHip,[     4554.6],[     965.61],[     930.29],1
70,LKnee,[     4559.3],[     1042.3],[      518.1],1
70,LAnkle,[     4324.5],[     1144.2],[     195.68],1
70,LFoot,[          0],[          0],[          0],0
70,Spine,[          0],[          0],[          0],0
70,Neck,[          0],[          0],[          0],0
70,Head,[     4748.1],[     735.12],[       1661],1
70,RShoulder,[     4566.5],[     672.27],[     1390.4],1
70,RElbow,[     4460.2],[     628.78],[     1073.7],1
70,RHand,[     4658.2],[     621.71],[     907.46],1
70,LShoulder,[     4728.8],[     892.14],[     1462.2],1
70,LElbow,[     4715.1],[     990.11],[     1161.5],1
70,LHand,[     4935.1],[     943.34],[     992.44],1
71,Hips,[          0],[          0],[          0],0
71,RHip,[     4523.6],[      841.3],[     900.42],1
71,RKnee,[     4641.4],[     953.16],[     538.77],1
71,RAnkle,[     4389.4],[     1126.1],[      156.3],1
71,RFoot,[          0],[          0],[          0],0
71,LHip,[     4638.7],[     992.51],[     931.39],1
71,LKnee,[     4643.2],[     1071.9],[     518.17],1
71,LAnkle,[     4403.9],[     1179.1],[     195.63],1
71,LFoot,[          0],[          0],[          0],0
71,Spine,[          0],[          0],[          0],0
71,Neck,[          0],[          0],[          0],0
71,Head,[     4829.5],[      756.7],[     1663.3],1
71,RShoulder,[     4643.9],[     695.97],[     1389.9],1
71,RElbow,[       4536],[     653.99],[       1069],1
71,RHand,[     4737.6],[     646.86],[     902.14],1
71,LShoulder,[     4813.4],[     915.02],[     1464.5],1
71,LElbow,[     4802.7],[     1013.5],[     1161.9],1
71,LHand,[     5026.1],[     962.66],[     991.36],1
72,Hips,[          0],[          0],[          0],0
72,RHip,[     4843.2],[     673.67],[     869.74],1
72,RKnee,[     4912.4],[     812.01],[     528.14],1
72,RAnkle,[     4666.3],[     1030.9],[      187.5],1
72,RFoot,[          0],[          0],[          0],0
72,LHip,[     4852.5],[     911.83],[     924.72],1
72,LKnee,[     4824.4],[     1000.2],[     474.22],1
72,LAnkle,[     4680.1],[     1102.4],[     221.32],1
72,LFoot,[          0],[          0],[          0],0
72,Spine,[          0],[          0],[          0],0
72,Neck,[          0],[          0],[          0],0
72,Head,[     5102.2],[     571.17],[     1604.9],1
72,RShoulder,[       4977],[     486.65],[     1330.4],1
72,RElbow,[     4885.6],[     418.51],[     1044.8],1
72,RHand,[     5070.3],[     354.02],[     923.67],1
72,LShoulder,[       5021],[     798.61],[     1445.7],1
72,LElbow,[     4963.5],[     953.56],[       1197],1
72,LHand,[     5185.2],[     915.45],[     1044.7],1
73,Hips,[          0],[          0],[          0],0
73,RHip,[     4930.1],[        694],[     868.22],1
73,RKnee,[     5001.8],[     835.81],[     527.69],1
73,RAnkle,[       4747],[     1061.2],[     187.39],1
73,RFoot,[          0],[          0],[          0],0
73,LHip,[     4941.3],[     934.79],[     925.54],1
73,LKnee,[     4911.9],[     1026.2],[     472.68],1
73,LAnkle,[     4766.7],[     1133.3],[     222.21],1
73,LFoot,[          0],[          0],[          0],0
73,Spine,[          0],[          0],[          0],0
73,Neck,[          0],[          0],[          0],0
73,Head,[     5190.7],[     585.18],[       1605],1
73,RShoulder,[     5063.7],[     501.82],[     1327.7],1
73,RElbow,[     4971.5],[     434.19],[     1039.4],1
73,RHand,[     5158.9],[     367.53],[     919.33],1
73,LShoulder,[     5110.2],[     816.41],[     1447.2],1
73,LElbow,[     5053.8],[     973.93],[     1198.7],1
73,LHand,[     5278.8],[     932.34],[     1045.7],1
74,Hips,[          0],[          0],[          0],0
74,RHip,[     5017.1],[     714.32],[     866.71],1
74,RKnee,[     5091.2],[     859.62],[     527.25],1
74,RAnkle,[     4827.7],[     1091.4],[     187.29],1
74,RFoot,[          0],[          0],[          0],0
74,LHip,[     5030.1],[     957.76],[     926.35],1
74,LKnee,[     4999.4],[     1052.1],[     471.14],1
74,LAnkle,[     4853.2],[     1164.2],[     223.09],1
74,LFoot,[          0],[          0],[          0],0
74,Spine,[          0],[          0],[          0],0
74,Neck,[          0],[          0],[          0],0
74,Head,[     5279.1],[     599.19],[     1605.1],1
74,RShoulder,[     5150.4],[     516.99],[       1325],1
74,RElbow,[     5057.4],[     449.87],[       1034],1
74,RHand,[     5247.6],[     381.05],[     914.99],1
74,LShoulder,[     5199.3],[     834.21],[     1448.8],1
74,LElbow,[     5144.1],[      994.3],[     1200.3],1
74,LHand,[     5372.3],[     949.23],[     1046.6],1
75,Hips,[          0],[          0],[          0],0
75,RHip,[     5104.1],[     734.64],[     865.19],1
75,RKnee,[     5180.5],[     883.42],[      526.8],1
75,RAnkle,[     4908.3],[     1121.6],[     187.19],1
75,RFoot,[          0],[          0],[          0],0
75,LHip,[     5118.9],[     980.72],[     927.17],1
75,LKnee,[     5086.9],[       1078],[      469.6],1
75,LAnkle,[     4939.8],[       1195],[     223.97],1
75,LFoot,[          0],[          0],[          0],0
75,Spine,[          0],[          0],[          0],0
75,Neck,[          0],[          0],[          0],0
75,Head,[     5367.6],[     613.21],[     1605.2],1
75,RShoulder,[     5237.1],[     532.17],[     1322.3],1
75,RElbow,[     5143.3],[     465.55],[     1028.5],1
75,RHand,[     5336.2],[     394.57],[     910.65],1
75,LShoulder,[     5288.4],[        852],[     1450.3],1
75,LElbow,[     5234.5],[     1014.7],[       1202],1
75,LHand,[     5465.9],[     966.12],[     1047.5],1
76,Hips,[          0],[          0],[          0],0
76,RHip,[     5191.1],[     754.97],[     863.68],1
76,RKnee,[     5269.9],[     907.23],[     526.35],1
76,RAnkle,[       4989],[     1151.9],[     187.09],1
76,RFoot,[          0],[          0],[          0],0
76,LHip,[     5207.7],[     1003.7],[     927.98],1
76,LKnee,[     5174.4],[     1103.9],[     468.07],1
76,LAnkle,[     5026.3],[     1225.9],[     224.86],1
76,LFoot,[          0],[          0],[          0],0
76,Spine,[          0],[          0],[          0],0
76,Neck,[          0],[          0],[          0],0
76,Head,[       5456],[     627.22],[     1605.4],1
76,RShoulder,[     5323.8],[     547.34],[     1319.6],1
76,RElbow,[     5229.2],[     481.23],[     1023.1],1
76,RHand,[     5424.9],[     408.09],[     906.31],1
76,LShoulder,[     5377.5],[      869.8],[     1451.9],1
76,LElbow,[     5324.8],[       1035],[     1203.7],1
76,LHand,[     5559.5],[     983.01],[     1048.4],1
77,Hips,[          0],[          0],[          0],0
77,RHip,[       5499],[      481.7],[     933.03],1
77,RKnee,[     5577.5],[     536.23],[     593.68],1
77,RAnkle,[     5514.6],[     641.94],[     284.01],1
77,RFoot,[          0],[          0],[          0],0
77,LHip,[     5511.7],[     756.13],[     939.66],1
77,LKnee,[     5560.3],[     727.02],[     573.33],1
77,LAnkle,[     5461.4],[      809.4],[     274.19],1
77,LFoot,[          0],[          0],[          0],0
77,Spine,[          0],[          0],[          0],0
77,Neck,[          0],[          0],[          0],0
77,Head,[     5735.2],[     450.68],[       1634],1
77,RShoulder,[     5588.5],[     332.93],[     1412.1],1
77,RElbow,[     5459.7],[     187.87],[     1226.3],1
77,RHand,[     5587.1],[     58.984],[     1205.6],1
77,LShoulder,[     5666.7],[      697.8],[     1449.1],1
77,LElbow,[     5600.9],[     856.58],[     1228.8],1
77,LHand,[     5762.4],[     833.71],[     1112.9],1
78,Hips,[          0],[          0],[          0],0
78,RHip,[       5594],[     491.32],[      934.1],1
78,RKnee,[     5674.8],[     545.64],[      595.7],1
78,RAnkle,[     5611.5],[     652.48],[     287.44],1
78,RFoot,[          0],[          0],[          0],0
78,LHip,[     5608.3],[     769.23],[     940.87],1
78,LKnee,[     5658.7],[     738.25],[     575.69],1
78,LAnkle,[     5560.7],[     823.97],[     276.84],1
78,LFoot,[          0],[          0],[          0],0
78,Spine,[          0],[          0],[          0],0
78,Neck,[          0],[          0],[          0],0
78,Head,[     5830.7],[     457.75],[     1635.1],1
78,RShoulder,[     5681.7],[     339.73],[     1412.9],1
78,RElbow,[     5550.9],[     192.28],[     1228.5],1
78,RHand,[     5678.4],[     59.281],[     1212.3],1
78,LShoulder,[     5763.1],[     708.68],[     1450.5],1
78,LElbow,[       5698],[      869.7],[     1231.3],1
78,LHand,[       5860],[     844.54],[     1116.1],1
79,Hips,[          0],[          0],[          0],0
79,RHip,[       5689],[     500.94],[     935.17],1
79,RKnee,[     5772.1],[     555.05],[     597.73],1
79,RAnkle,[     5708.4],[     663.02],[     290.88],1
79,RFoot,[          0],[          0],[          0],0
79,LHip,[       5705],[     782.33],[     942.08],1
79,LKnee,[     5757.1],[     749.48],[     578.04],1
79,LAnkle,[       5660],[     838.54],[     279.49],1
79,LFoot,[          0],[          0],[          0],0
79,Spine,[          0],[          0],[          0],0
79,Neck,[          0],[          0],[          0],0
79,Head,[     5926.1],[     464.81],[     1636.3],1
79,RShoulder,[     5774.9],[     346.53],[     1413.7],1
79,RElbow,[     5642.1],[     196.69],[     1230.6],1
79,RHand,[     5769.7],[     59.577],[     1219.1],1
79,LShoulder,[     5859.5],[     719.55],[     1451.9],1
79,LElbow,[     5795.1],[     882.82],[     1233.8],1
79,LHand,[     5957.6],[     855.37],[     1119.3],1
80,Hips,[          0],[          0],[          0],0
80,RHip,[     5784.1],[     510.56],[     936.24],1
80,RKnee,[     5869.4],[     564.46],[     599.76],1
80,RAnkle,[     5805.3],[     673.57],[     294.32],1
80,RFoot,[          0],[          0],[          0],0
80,LHip,[     5801.7],[     795.43],[     943.29],1
80,LKnee,[     5855.5],[     760.71],[      580.4],1
80,LAnkle,[     5759.3],[     853.11],[     282.14],1
80,LFoot,[          0],[          0],[          0],0
80,Spine,[          0],[          0],[          0],0
80,Neck,[          0],[          0],[          0],0
80,Head,[     6021.5],[     471.88],[     1637.5],1
80,RShoulder,[     5868.1],[     353.33],[     1414.4],1
80,RElbow,[     5733.2],[      201.1],[     1232.8],1
80,RHand,[       5861],[     59.874],[     1225.8],1
80,LShoulder,[     5955.9],[     730.43],[     1453.3],1
80,LElbow,[     5892.2],[     895.94],[     1236.4],1
80,LHand,[     6055.1],[      866.2],[     1122.6],1
81,Hips,[          0],[          0],[          0],0
81,RHip,[     5879.1],[     520.18],[     937.31],1
81,RKnee,[     5966.7],[     573.87],[     601.78],1
81,RAnkle,[     5902.2],[     684.11],[     297.75],1
81,RFoot,[          0],[          0],[          0],0
81,LHip,[     5898.3],[     808.53],[      944.5],1
81,LKnee,[     5953.8],[     771.94],[     582.76],1
81,LAnkle,[     5858.5],[     867.67],[     284.79],1
81,LFoot,[          0],[          0],[          0],0
81,Spine,[          0],[          0],[          0],0
81,Neck,[          0],[          0],[          0],0
81,Head,[     6116.9],[     478.94],[     1638.6],1
81,RShoulder,[     5961.3],[     360.14],[     1415.2],1
81,RElbow,[     5824.4],[     205.51],[       1235],1
81,RHand,[     5952.3],[     60.171],[     1232.5],1
81,LShoulder,[     6052.3],[      741.3],[     1454.7],1
81,LElbow,[     5989.3],[     909.06],[     1238.9],1
81,LHand,[     6152.7],[     877.04],[     1125.8],1
82,Hips,[          0],[          0],[          0],0
82,RHip,[     6090.7],[        309],[     934.41],1
82,RKnee,[     6134.8],[     260.05],[     582.12],1
82,RAnkle,[     6042.4],[     377.17],[     237.89],1
82,RFoot,[          0],[          0],[          0],0
82,LHip,[     6147.4],[     519.01],[      932.9],1
82,LKnee,[     6170.4],[     404.84],[     552.75],1
82,LAnkle,[     6039.2],[     549.56],[     255.95],1
82,LFoot,[          0],[          0],[          0],0
82,Spine,[          0],[          0],[          0],0
82,Neck,[          0],[          0],[          0],0
82,Head,[     6311.4],[     182.17],[     1626.7],1
82,RShoulder,[     6180.2],[     149.62],[     1428.7],1
82,RElbow,[     6090.2],[     81.355],[     1244.8],1
82,RHand,[     6185.2],[    -118.77],[     1293.3],1
82,LShoulder,[     6294.8],[     403.59],[     1446.8],1
82,LElbow,[       6281],[     527.09],[     1198.6],1
82,LHand,[       6417],[     329.96],[     1069.6],1
83,Hips,[          0],[          0],[          0],0
83,RHip,[       6190],[     310.58],[     935.33],1
83,RKnee,[     6234.7],[     257.69],[     583.35],1
83,RAnkle,[     6140.9],[     376.15],[     239.02],1
83,RFoot,[          0],[          0],[          0],0
83,LHip,[     6249.6],[      521.1],[     933.65],1
83,LKnee,[       6273],[      402.3],[     553.93],1
83,LAnkle,[     6141.5],[     552.02],[     257.45],1
83,LFoot,[          0],[          0],[          0],0
83,Spine,[          0],[          0],[          0],0
83,Neck,[          0],[          0],[          0],0
83,Head,[     6410.4],[     178.17],[     1627.4],1
83,RShoulder,[       6278],[     148.52],[       1430],1
83,RElbow,[     6187.7],[     81.088],[     1247.2],1
83,RHand,[     6281.6],[       -125],[       1302],1
83,LShoulder,[     6396.6],[     401.78],[     1447.8],1
83,LElbow,[     6385.1],[     525.83],[     1199.5],1
83,LHand,[     6520.6],[     320.48],[     1070.6],1
84,Hips,[          0],[          0],[          0],0
84,RHip,[     6289.2],[     312.16],[     936.26],1
84,RKnee,[     6334.6],[     255.34],[     584.59],1
84,RAnkle,[     6239.4],[     375.14],[     240.15],1
84,RFoot,[          0],[          0],[          0],0
84,LHip,[     6351.8],[     523.18],[     934.39],1
84,LKnee,[     6375.7],[     399.76],[     555.11],1
84,LAnkle,[     6243.7],[     554.48],[     258.96],1
84,LFoot,[          0],[          0],[          0],0
84,Spine,[          0],[          0],[          0],0
84,Neck,[          0],[          0],[          0],0
84,Head,[     6509.5],[     174.18],[     1628.1],1
84,RShoulder,[     6375.8],[     147.41],[     1431.2],1
84,RElbow,[     6285.2],[      80.82],[     1249.7],1
84,RHand,[     6378.1],[    -131.23],[     1310.7],1
84,LShoulder,[     6498.3],[     399.96],[     1448.9],1
84,LElbow,[     6489.3],[     524.57],[     1200.5],1
84,LHand,[     6624.3],[     311.01],[     1071.7],1
85,Hips,[          0],[          0],[          0],0
85,RHip,[     6388.5],[     313.75],[     937.18],1
85,RKnee,[     6434.5],[     252.98],[     585.83],1
85,RAnkle,[     6337.8],[     374.13],[     241.29],1
85,RFoot,[          0],[          0],[          0],0
85,LHip,[       6454],[     525.27],[     935.14],1
85,LKnee,[     6478.4],[     397.22],[     556.29],1
85,LAnkle,[       6346],[     556.94],[     260.46],1
85,LFoot,[          0],[          0],[          0],0
85,Spine,[          0],[          0],[          0],0
85,Neck,[          0],[          0],[          0],0
85,Head,[     6608.5],[     170.19],[     1628.8],1
85,RShoulder,[     6473.6],[      146.3],[     1432.5],1
85,RElbow,[     6382.8],[     80.552],[     1252.1],1
85,RHand,[     6474.6],[    -137.46],[     1319.3],1
85,LShoulder,[       6600],[     398.15],[     1449.9],1
85,LElbow,[     6593.5],[     523.32],[     1201.4],1
85,LHand,[     6727.9],[     301.54],[     1072.8],1
86,Hips,[          0],[          0],[          0],0
86,RHip,[     6487.8],[     315.33],[     938.11],1
86,RKnee,[     6534.4],[     250.63],[     587.06],1
86,RAnkle,[     6436.3],[     373.12],[     242.42],1
86,RFoot,[          0],[          0],[          0],0
86,LHip,[     6556.2],[     527.35],[     935.88],1
86,LKnee,[     6581.1],[     394.68],[     557.47],1
86,LAnkle,[     6448.2],[     559.41],[     261.96],1
86,LFoot,[          0],[          0],[          0],0
86,Spine,[          0],[          0],[          0],0
86,Neck,[          0],[          0],[          0],0
86,Head,[     6707.5],[     166.19],[     1629.5],1
86,RShoulder,[     6571.4],[      145.2],[     1433.7],1
86,RElbow,[     6480.3],[     80.285],[     1254.6],1
86,RHand,[     6571.1],[    -143.68],[       1328],1
86,LShoulder,[     6701.7],[     396.34],[       1451],1
86,LElbow,[     6697.7],[     522.06],[     1202.4],1
86,LHand,[     6831.5],[     292.06],[     1073.9],1
87,Hips,[          0],[          0],[          0],0
87,RHip,[     6745.2],[    -13.318],[     885.77],1
87,RKnee,[     6741.6],[     -3.859],[      532.5],1
87,RAnkle,[     6641.7],[     117.61],[     221.46],1
87,RFoot,[          0],[          0],[          0],0
87,LHip,[       6759],[     238.95],[     926.47],1
87,LKnee,[     6740.9],[     143.73],[      538.6],1
87,LAnkle,[     6579.3],[     250.73],[     260.58],1
87,LFoot,[          0],[          0],[          0],0
87,Spine,[          0],[          0],[          0],0
87,Neck,[          0],[          0],[          0],0
87,Head,[     6934.2],[     -107.8],[     1603.1],1
87,RShoulder,[     6837.4],[    -184.31],[     1340.1],1
87,RElbow,[     6800.7],[     -234.7],[     1050.4],1
87,RHand,[     6908.7],[    -380.86],[     934.02],1
87,LShoulder,[     6909.9],[     152.37],[     1442.6],1
87,LElbow,[     6902.9],[     296.69],[     1176.1],1
87,LHand,[     6965.3],[       87.8],[     974.38],1
88,Hips,[          0],[          0],[          0],0
88,RHip,[     6850.2],[     -23.74],[     884.76],1
88,RKnee,[     6845.4],[    -15.379],[     531.71],1
88,RAnkle,[       6744],[     107.34],[     221.79],1
88,RFoot,[          0],[          0],[          0],0
88,LHip,[     6864.9],[     230.47],[     926.85],1
88,LKnee,[     6845.7],[     132.16],[     539.05],1
88,LAnkle,[     6682.6],[     241.88],[     261.98],1
88,LFoot,[          0],[          0],[          0],0
88,Spine,[          0],[          0],[          0],0
88,Neck,[          0],[          0],[          0],0
88,Head,[     7037.9],[    -121.61],[     1602.8],1
88,RShoulder,[     6941.3],[    -197.36],[     1337.9],1
88,RElbow,[     6906.3],[    -246.41],[     1045.3],1
88,RHand,[     7013.9],[    -395.48],[     928.08],1
88,LShoulder,[     7015.5],[     141.76],[     1443.3],1
88,LElbow,[     7010.7],[     287.29],[       1176],1
88,LHand,[     7070.1],[     71.245],[     971.79],1
89,Hips,[          0],[          0],[          0],0
89,RHip,[     6955.2],[    -34.162],[     883.74],1
89,RKnee,[     6949.2],[    -26.899],[     530.91],1
89,RAnkle,[     6846.4],[      97.08],[     222.12],1
89,RFoot,[          0],[          0],[          0],0
89,LHip,[     6970.7],[        222],[     927.22],1
89,LKnee,[     6950.4],[     120.59],[      539.5],1
89,LAnkle,[     6785.9],[     233.04],[     263.38],1
89,LFoot,[          0],[          0],[          0],0
89,Spine,[          0],[          0],[          0],0
89,Neck,[          0],[          0],[          0],0
89,Head,[     7141.5],[    -135.42],[     1602.5],1
89,RShoulder,[     7045.2],[     -210.4],[     1335.7],1
89,RElbow,[     7011.9],[    -258.12],[     1040.2],1
89,RHand,[     7119.1],[     -410.1],[     922.13],1
89,LShoulder,[     7121.1],[     131.15],[       1444],1
89,LElbow,[     7118.6],[     277.88],[       1176],1
89,LHand,[     7174.8],[      54.69],[     969.21],1
90,Hips,[          0],[          0],[          0],0
90,RHip,[     7060.2],[    -44.584],[     882.73],1
90,RKnee,[       7053],[    -38.419],[     530.12],1
90,RAnkle,[     6948.7],[     86.816],[     222.45],1
90,RFoot,[          0],[          0],[          0],0
90,LHip,[     7076.6],[     213.53],[      927.6],1
90,LKnee,[     7055.2],[     109.02],[     539.95],1
90,LAnkle,[     6889.2],[     224.19],[     264.78],1
90,LFoot,[          0],[          0],[          0],0
90,Spine,[          0],[          0],[          0],0
90,Neck,[          0],[          0],[          0],0
90,Head,[     7245.2],[    -149.22],[     1602.2],1
90,RShoulder,[     7149.1],[    -223.45],[     1333.4],1
90,RElbow,[     7117.5],[    -269.82],[     1035.2],1
90,RHand,[     7224.4],[    -424.72],[     916.19],1
90,LShoulder,[     7226.7],[     120.53],[     1444.7],1
90,LElbow,[     7226.4],[     268.48],[       1176],1
90,LHand,[     7279.5],[     38.134],[     966.62],1
91,Hips,[          0],[          0],[          0],0
91,RHip,[     7165.3],[    -55.005],[     881.72],1
91,RKnee,[     7156.8],[    -49.939],[     529.33],1
91,RAnkle,[     7051.1],[     76.553],[     222.78],1
91,RFoot,[          0],[          0],[          0],0
91,LHip,[     7182.5],[     205.05],[     927.97],1
91,LKnee,[     7159.9],[     97.451],[      540.4],1
91,LAnkle,[     6992.5],[     215.34],[     266.18],1
91,LFoot,[          0],[          0],[          0],0
91,Spine,[          0],[          0],[          0],0
91,Neck,[          0],[          0],[          0],0
91,Head,[     7348.8],[    -163.03],[     1601.9],1
91,RShoulder,[       7253],[    -236.49],[     1331.2],1
91,RElbow,[     7223.2],[    -281.53],[     1030.1],1
91,RHand,[     7329.6],[    -439.35],[     910.24],1
91,LShoulder,[     7332.3],[     109.92],[     1445.4],1
91,LElbow,[     7334.3],[     259.07],[       1176],1
91,LHand,[     7384.2],[     21.579],[     964.04],1
92,Hips,[          0],[          0],[          0],0
92,RHip,[     7386.2],[    -310.55],[      921.9],1
92,RKnee,[     7493.6],[    -365.84],[     565.15],1
92,RAnkle,[     7464.1],[    -324.81],[     254.95],1
92,RFoot,[          0],[          0],[          0],0
92,LHip,[     7433.3],[    -90.025],[     914.37],1
92,LKnee,[     7515.3],[    -237.99],[     544.72],1
92,LAnkle,[     7469.2],[    -221.51],[     253.92],1
92,LFoot,[          0],[          0],[          0],0
92,Spine,[          0],[          0],[          0],0
92,Neck,[          0],[          0],[          0],0
92,Head,[       7670],[    -313.38],[     1636.1],1
92,RShoulder,[     7467.1],[     -404.1],[     1419.6],1
92,RElbow,[     7316.8],[       -479],[     1182.7],1
92,RHand,[     7456.4],[    -623.37],[     1091.6],1
92,LShoulder,[       7599],[    -108.12],[     1436.9],1
92,LElbow,[     7580.4],[    -3.9702],[     1173.4],1
92,LHand,[     7742.8],[    -135.18],[     1066.7],1
93,Hips,[          0],[          0],[          0],0
93,RHip,[     7495.5],[    -329.87],[     922.38],1
93,RKnee,[     7605.8],[    -388.42],[     565.69],1
93,RAnkle,[     7577.8],[    -349.28],[     256.44],1
93,RFoot,[          0],[          0],[          0],0
93,LHip,[     7544.4],[    -108.91],[     914.23],1
93,LKnee,[     7629.2],[    -261.33],[     545.31],1
93,LAnkle,[       7586],[    -245.91],[     254.82],1
93,LFoot,[          0],[          0],[          0],0
93,Spine,[          0],[          0],[          0],0
93,Neck,[          0],[          0],[          0],0
93,Head,[     7781.5],[    -332.15],[     1637.1],1
93,RShoulder,[       7575],[    -422.76],[     1420.6],1
93,RElbow,[       7422],[    -497.46],[     1183.4],1
93,RHand,[     7562.5],[    -644.14],[     1092.5],1
93,LShoulder,[     7710.4],[    -126.27],[     1437.2],1
93,LElbow,[     7693.2],[    -22.588],[     1173.3],1
93,LHand,[     7856.7],[    -156.83],[     1067.9],1
94,Hips,[          0],[          0],[          0],0
94,RHip,[     7604.7],[     -349.2],[     922.87],1
94,RKnee,[     7718.1],[    -410.99],[     566.23],1
94,RAnkle,[     7691.4],[    -373.75],[     257.93],1
94,RFoot,[          0],[          0],[          0],0
94,LHip,[     7655.6],[    -127.79],[      914.1],1
94,LKnee,[     7743.1],[    -284.66],[      545.9],1
94,LAnkle,[     7702.9],[     -270.3],[     255.72],1
94,LFoot,[          0],[          0],[          0],0
94,Spine,[          0],[          0],[          0],0
94,Neck,[          0],[          0],[          0],0
94,Head,[     7893.1],[    -350.92],[       1638],1
94,RShoulder,[     7682.9],[    -441.41],[     1421.7],1
94,RElbow,[     7527.2],[    -515.91],[       1184],1
94,RHand,[     7668.5],[    -664.92],[     1093.3],1
94,LShoulder,[     7821.9],[    -144.42],[     1437.6],1
94,LElbow,[     7806.1],[    -41.205],[     1173.1],1
94,LHand,[     7970.7],[    -178.48],[     1069.2],1
95,Hips,[          0],[          0],[          0],0
95,RHip,[     7713.9],[    -368.52],[     923.35],1
95,RKnee,[     7830.3],[    -433.57],[     566.76],1
95,RAnkle,[     7805.1],[    -398.22],[     259.41],1
95,RFoot,[          0],[          0],[          0],0
95,LHip,[     7766.7],[    -146.67],[     913.97],1
95,LKnee,[     7856.9],[    -307.99],[     546.49],1
95,LAnkle,[     7819.7],[     -294.7],[     256.63],1
95,LFoot,[          0],[          0],[          0],0
95,Spine,[          0],[          0],[          0],0
95,Neck,[          0],[          0],[          0],0
95,Head,[     8004.7],[    -369.69],[       1639],1
95,RShoulder,[     7790.9],[    -460.07],[     1422.8],1
95,RElbow,[     7632.4],[    -534.37],[     1184.7],1
95,RHand,[     7774.5],[    -685.69],[     1094.2],1
95,LShoulder,[     7933.3],[    -162.56],[       1438],1
95,LElbow,[       7919],[    -59.823],[       1173],1
95,LHand,[     8084.6],[    -200.12],[     1070.4],1
96,Hips,[          0],[          0],[          0],0
96,RHip,[     7823.2],[    -387.85],[     923.84],1
96,RKnee,[     7942.6],[    -456.15],[      567.3],1
96,RAnkle,[     7918.7],[    -422.69],[      260.9],1
96,RFoot,[          0],[          0],[          0],0
96,LHip,[     7877.8],[    -165.56],[     913.84],1
96,LKnee,[     7970.8],[    -331.33],[     547.09],1
96,LAnkle,[     7936.6],[    -319.09],[     257.53],1
96,LFoot,[          0],[          0],[          0],0
96,Spine,[          0],[          0],[          0],0
96,Neck,[          0],[          0],[          0],0
96,Head,[     8116.2],[    -388.46],[     1639.9],1
96,RShoulder,[     7898.8],[    -478.73],[     1423.9],1
96,RElbow,[     7737.6],[    -552.82],[     1185.4],1
96,RHand,[     7880.5],[    -706.47],[     1095.1],1
96,LShoulder,[     8044.8],[    -180.71],[     1438.3],1
96,LElbow,[     8031.9],[     -78.44],[     1172.9],1
96,LHand,[     8198.6],[    -221.77],[     1071.7],1
97,Hips,[          0],[          0],[          0],0
97,RHip,[     8029.4],[    -543.02],[     923.94],1
97,RKnee,[       8003],[    -621.59],[     549.17],1
97,RAnkle,[     7902.2],[       -655],[     206.93],1
97,RFoot,[          0],[          0],[          0],0
97,LHip,[     8166.8],[    -445.72],[     911.15],1
97,LKnee,[     8109.3],[    -571.78],[     526.29],1
97,LAnkle,[     7945.5],[    -582.64],[     206.08],1
97,LFoot,[          0],[          0],[          0],0
97,Spine,[          0],[          0],[          0],0
97,Neck,[          0],[          0],[          0],0
97,Head,[       8355],[    -554.52],[     1633.9],1
97,RShoulder,[     8144.1],[    -582.81],[     1439.9],1
97,RElbow,[     8013.6],[    -630.35],[       1246],1
