frame,keypoint,X,Y,Z,visible
23,LElbow,[     818.93],[    -112.88],[     1053.2],1
23,LHand,[     886.07],[    -283.99],[     908.65],1
24,Hips,[          0],[          0],[          0],0
24,RHip,[     557.35],[    -296.36],[     916.42],1
24,RKnee,[     577.27],[    -332.45],[     539.93],1
24,RAnkle,[     272.67],[    -54.053],[     144.21],1
24,RFoot,[          0],[          0],[          0],0
24,LHip,[     701.77],[    -166.54],[     916.61],1
24,LKnee,[     737.79],[     -259.2],[     510.08],1
24,LAnkle,[     563.39],[     -144.4],[     259.25],1
24,LFoot,[          0],[          0],[          0],0
24,Spine,[          0],[          0],[          0],0
24,Neck,[          0],[          0],[          0],0
24,Head,[     1004.5],[    -479.37],[     1597.5],1
24,RShoulder,[     615.14],[    -477.48],[     1349.7],1
24,RElbow,[     618.69],[    -587.79],[     1060.2],1
24,RHand,[     632.42],[    -731.42],[     805.59],1
24,LShoulder,[     845.91],[    -242.78],[     1383.5],1
24,LElbow,[     839.03],[    -123.69],[     1048.6],1
24,LHand,[     906.08],[    -294.56],[     895.95],1
25,Hips,[          0],[          0],[          0],0
25,RHip,[     583.68],[    -313.85],[     916.34],1
25,RKnee,[     606.46],[     -351.9],[     541.43],1
25,RAnkle,[     276.68],[    -53.446],[     145.37],1
25,RFoot,[          0],[          0],[          0],0
25,LHip,[     731.52],[    -183.94],[      916.9],1
25,LKnee,[      799.9],[    -294.97],[     511.57],1
25,LAnkle,[     631.34],[    -174.13],[     273.25],1
25,LFoot,[          0],[          0],[          0],0
25,Spine,[          0],[          0],[          0],0
25,Neck,[          0],[          0],[          0],0
25,Head,[     1031.7],[    -493.03],[     1601.8],1
25,RShoulder,[     638.13],[    -494.76],[     1348.6],1
25,RElbow,[     652.91],[    -609.77],[     1054.4],1
25,RHand,[     659.34],[    -757.19],[     788.73],1
25,LShoulder,[     870.62],[    -257.39],[     1383.7],1
25,LElbow,[     859.14],[     -134.5],[       1044],1
25,LHand,[      926.1],[    -305.14],[     883.24],1
26,Hips,[          0],[          0],[          0],0
26,RHip,[        610],[    -331.34],[     916.26],1
26,RKnee,[     635.64],[    -371.36],[     542.93],1
26,RAnkle,[     280.69],[     -52.84],[     146.53],1
26,RFoot,[          0],[          0],[          0],0
26,LHip,[     761.27],[    -201.34],[      917.2],1
26,LKnee,[     862.01],[    -330.73],[     513.07],1
26,LAnkle,[     699.29],[    -203.86],[     287.24],1
26,LFoot,[          0],[          0],[          0],0
26,Spine,[          0],[          0],[          0],0
26,Neck,[          0],[          0],[          0],0
26,Head,[     1058.8],[    -506.69],[     1606.1],1
26,RShoulder,[     661.12],[    -512.04],[     1347.5],1
26,RElbow,[     687.12],[    -631.75],[     1048.7],1
26,RHand,[     686.27],[    -782.95],[     771.86],1
26,LShoulder,[     895.32],[       -272],[     1383.9],1
26,LElbow,[     879.24],[    -145.31],[     1039.4],1
26,LHand,[     946.11],[    -315.71],[     870.54],1
27,Hips,[          0],[          0],[          0],0
27,RHip,[     743.52],[    -455.96],[     884.11],1
27,RKnee,[     623.85],[    -482.25],[        554],1
27,RAnkle,[     569.16],[    -289.22],[     245.64],1
27,RFoot,[          0],[          0],[          0],0
27,LHip,[     879.08],[    -331.14],[     878.63],1
27,LKnee,[     975.84],[    -601.49],[      532.8],1
27,LAnkle,[     959.51],[    -716.59],[     190.13],1
27,LFoot,[          0],[          0],[          0],0
27,Spine,[          0],[          0],[          0],0
27,Neck,[          0],[          0],[          0],0
27,Head,[     1317.2],[    -548.99],[     1592.1],1
27,RShoulder,[     915.87],[    -590.47],[       1366],1
27,RElbow,[     681.61],[    -706.07],[       1145],1
27,RHand,[     619.94],[    -836.28],[     1046.3],1
27,LShoulder,[     1068.7],[    -314.53],[     1375.5],1
27,LElbow,[     1020.4],[    -147.63],[     1158.6],1
27,LHand,[     1107.8],[    -41.857],[     932.58],1
28,Hips,[          0],[          0],[          0],0
28,RHip,[      775.1],[     -478.7],[     882.46],1
28,RKnee,[      650.1],[    -508.25],[     556.18],1
28,RAnkle,[     593.51],[    -305.56],[     253.81],1
28,RFoot,[          0],[          0],[          0],0
28,LHip,[     913.15],[    -354.06],[     877.02],1
28,LKnee,[     1041.6],[    -654.06],[     535.59],1
28,LAnkle,[     1041.2],[    -780.86],[     196.19],1
28,LFoot,[          0],[          0],[          0],0
28,Spine,[          0],[          0],[          0],0
28,Neck,[          0],[          0],[          0],0
28,Head,[     1355.7],[    -564.06],[     1595.5],1
28,RShoulder,[     950.22],[    -610.75],[     1365.8],1
28,RElbow,[     713.88],[    -730.61],[     1144.3],1
28,RHand,[     642.29],[     -863.4],[     1043.7],1
28,LShoulder,[     1100.7],[    -330.51],[     1375.3],1
28,LElbow,[     1046.4],[    -158.02],[     1160.1],1
28,LHand,[     1134.7],[    -38.494],[     923.53],1
29,Hips,[          0],[          0],[          0],0
29,RHip,[     806.68],[    -501.44],[     880.81],1
29,RKnee,[     676.36],[    -534.24],[     558.37],1
29,RAnkle,[     617.86],[     -321.9],[     261.97],1
29,RFoot,[          0],[          0],[          0],0
29,LHip,[     947.22],[    -376.97],[     875.41],1
29,LKnee,[     1107.5],[    -706.64],[     538.39],1
29,LAnkle,[     1122.9],[    -845.13],[     202.24],1
29,LFoot,[          0],[          0],[          0],0
29,Spine,[          0],[          0],[          0],0
29,Neck,[          0],[          0],[          0],0
29,Head,[     1394.1],[    -579.12],[     1598.9],1
29,RShoulder,[     984.56],[    -631.02],[     1365.7],1
29,RElbow,[     746.14],[    -755.15],[     1143.6],1
29,RHand,[     664.64],[    -890.52],[     1041.1],1
29,LShoulder,[     1132.7],[    -346.49],[     1375.1],1
29,LElbow,[     1072.4],[    -168.42],[     1161.5],1
29,LHand,[     1161.7],[     -35.13],[     914.49],1
30,Hips,[          0],[          0],[          0],0
30,RHip,[     838.25],[    -524.18],[     879.16],1
30,RKnee,[     702.61],[    -560.23],[     560.56],1
30,RAnkle,[     642.22],[    -338.24],[     270.14],1
30,RFoot,[          0],[          0],[          0],0
30,LHip,[     981.29],[    -399.88],[      873.8],1
30,LKnee,[     1173.3],[    -759.21],[     541.19],1
30,LAnkle,[     1204.6],[    -909.39],[     208.29],1
30,LFoot,[          0],[          0],[          0],0
30,Spine,[          0],[          0],[          0],0
30,Neck,[          0],[          0],[          0],0
30,Head,[     1432.6],[    -594.18],[     1602.4],1
30,RShoulder,[     1018.9],[     -651.3],[     1365.5],1
30,RElbow,[     778.41],[     -779.7],[     1142.9],1
30,RHand,[        687],[    -917.64],[     1038.5],1
30,LShoulder,[     1164.7],[    -362.47],[     1374.8],1
30,LElbow,[     1098.4],[    -178.81],[       1163],1
30,LHand,[     1188.6],[    -31.766],[     905.45],1
31,Hips,[          0],[          0],[          0],0
31,RHip,[     869.83],[    -546.92],[      877.5],1
31,RKnee,[     728.87],[    -586.22],[     562.74],1
31,RAnkle,[     666.57],[    -354.58],[      278.3],1
31,RFoot,[          0],[          0],[          0],0
31,LHip,[     1015.4],[    -422.79],[     872.18],1
31,LKnee,[     1239.1],[    -811.78],[     543.99],1
31,LAnkle,[     1286.3],[    -973.66],[     214.34],1
31,LFoot,[          0],[          0],[          0],0
31,Spine,[          0],[          0],[          0],0
31,Neck,[          0],[          0],[          0],0
31,Head,[     1471.1],[    -609.25],[     1605.8],1
31,RShoulder,[     1053.3],[    -671.57],[     1365.4],1
31,RElbow,[     810.68],[    -804.24],[     1142.1],1
31,RHand,[     709.35],[    -944.76],[     1035.9],1
31,LShoulder,[     1196.7],[    -378.46],[     1374.6],1
31,LElbow,[     1124.5],[    -189.21],[     1164.4],1
31,LHand,[     1215.6],[    -28.403],[      896.4],1
32,Hips,[          0],[          0],[          0],0
32,RHip,[       1129],[    -557.82],[     870.79],1
32,RKnee,[     1329.6],[    -743.77],[     660.83],1
32,RAnkle,[     1112.3],[    -834.95],[     309.02],1
32,RFoot,[          0],[          0],[          0],0
